text,booster_count
"No, I don't.",0
"Sweetheart, you don't know the half of it.",0
I guess I've come to quite a place.,0
"Honey, all the great ones came through here at one time or another.",0
Have many famous actors and actresses lived here? I was meaning to ask you that.,0
"You probably don't remember her, but Louise Bonner lives right over there in number 29. When she isn't drunk she runs a damn good acting class.",0
I...,0
"You don't have to tell me. It's written all over that pretty face of yours.. You came here to be an actress. I just hope you'll remember there's never been a great poem called ""tits and ass.""",1
"Well, I ...",0
Damn lot of corn raised in Hollywood these days too.,0
"Yes, he is. He raises corn.",1
"I guess it was your grandfather, was it ... he called me to check in, said you were on your way and for you to call when you get in. Nice man... farmer I hear.",0
Hi...do you work with my Aunt?,0
My name is Rita.,1
Oh my god. I'm sorry. I'll let you get back to that. I'm going to get unpacked.,0
I think so. I was just taking a shower.,0
Are you okay?,0
A car ... a car accident.,0
I understand. I saw the dress. I...I'm sorry.   Are you all right?,0
There was an accident. I came here.,0
I'm Ruth's niece. My name's Betty. I'm sure she told you I was coming.,0
That's okay.,0
"Well then, take a seat everyone. Betty why don't you join Jimmy and we'll play the scene. Is there anything you'd like to say Bob... something to Betty before they begin?",1
"No, no, I'm fine.",0
Well. Shall we get to it? Would you like a water or a coffee before we begin?,0
Hi.,0
Come in. I'd like you to meet everyone.,0
Very pleased to meet you.,1
I'm Wally Brown. Your Aunt is a very dear friend of mine so it's particularly nice to meet you.,2
Yes.,0
Betty Elms?,0
Before what?,0
"Stop... just stop! That's what you said from the beginning. If I tell what happened... they'll arrest you and put you in jail, so get out of here before...",0
But you won't.,0
I can call them... I can call my dad.,0
I came back. I thought that's what you wanted.,0
You're still here?,0
"Yeah ... Betty. You don't rush it. I don't rush it. We play it close, just like in the movies.",0
Betty.,0
"I want to play this one close, Bob. Like it was with that girl, what's her name, with the black hair. That felt good. Whaddya think?",0
What?,0
"Just tell me where it hurts, baby.",0
May I have your name please?,0
Was anyone hurt?,0
No. I can't.,0
Can you tell me what happened?,0
"Yes, there was.",0
"Hi. I'm inquiring ...well, I heard a sound last night that sounded like a car crash and I want to know if there was an accident on Mulholland Drive.",0
I'll go with you. She's still got some of my stuff.,0
Well ... we'll leave her a note.,0
I switched apartments with her. She's in #17. Just walk down that way. It's just to the right.,0
But it said #12.,0
Number 17.,0
Diane?,0
Yes?,0
"Hey, let's introduce the brand new you to Hollywood. We haven't seen the roof garden yet.",0
It sounds kind of nice ... being somebody brand new.,0
No. We shouldn't touch that money. We don't know about that money. That might be dangerous money. You have to start all over again. You look like a brand new person and you can be a brand new person... whoever you want to be.,0
But I want to.,0
Rita... I want you to stay here and you don't have to give me that money.,0
"I know what you have to do, but let me do it.",0
What ... I..HAVE... to do.,0
Rita... I know what you're doing.,0
No.,0
C'mon help me in. I'll open the front door.,0
I don't think...,0
Keep going. Go around to the back.,0
No... but...,0
Do you know them?!,0
"Those men in front, in the car.",0
What is it? What do you see?!,1
Don't stop!,0
You're not going to get in trouble. You're going to find out who you are. Finding out who you are gets you out of trouble.,0
"But I don't know, Sol. I never heard of Sol. I'd just get in trouble. That's why we shouldn't go see about Diane Selwyn... it's better not to get in trouble.",1
Why didn't you ask him? Sol knows you!,0
Okay.,0
"When I get back I'll have the cab waiting, so be ready to go.",0
Good luck!,0
I hope I'm back in a couple of hours. Don't drink all the coke.,0
"Everything is A-okay, but I've gotta get that sandwich!",1
Is everything all right? Is it bad for you that I'm here?,2
You've got to eat something. You're just nervous about going over to see if you're Diane Selwyn.,0
I'm all right.,0
"Oh, no wonder I'm starving. I'm going to fix a sandwich. You want one?",0
"""Then they'd put you in jail.""",0
"""Before I kill you.""",0
"""Before what?""",0
"""Stop! Just Stop! That's what you said from the beginning. If I tell what happened... they'll arrest you and put you in jail, so get out of here before...""",0
"""What about you? What will your dad think about you?""",0
"""Get out! Get out before I call my dad ... he trusts you ... your his best friend. This will be the end of everything... """,0
"""You know what I want...it's not that difficult.""",0
"""You're playing a dangerous game here. If you're trying to blackmail me... it's not going to work.""",0
"""But you won't...""",0
"""I can call them... I can call my dad... """,0
"""So... surprise""...",0
"""My parents are right upstairs! They think you've left...""",0
"""Really?""",0
"""I came back. I thought that's what you wanted.""",0
"""You're still here?""",0
I know you're afraid of something. We'll be careful. Tomorrow we'll go over there and we'll find out.,0
I'm not sure about this.,0
What's wrong with that?,0
Maybe...maybe ... maybe.,0
Maybe the voice isn't Diane Selwyn. Maybe that's your roommate or if it is Diane Selwyn she can tell you who you are.,1
It's not my voice ... but I know her.,0
Call the number.,0
Maybe it's not me.,0
Strange to be calling yourself.,0
We'll take our check.,0
No. Just the coffee.,0
Not that I can see.,0
There's nothing?,0
Come on... let's find you something to wear.,0
Okay.,0
Just to see if there was an accident on Mulholland Drive.,0
Okay... but just...just to see.,0
We could call anonymously from a pay phone... just to see if there was an accident.,0
No.... I don't...,0
Maybe that's where the accident was. There must be a police report. We could call.,1
That's where I was going... Mulholland Drive.,0
Mulholland Drive?,0
Mulholland Drive.,0
When you think about them... the money... the key ... does it make you remember anything?,0
"Unh, unh.",0
The money. You don't know where it came from?,0
No  There is something...something there I can't tell... I can't describe it.  There are things there.... but I'm... here.,1
You don't remember anything else?,0
I don't know.,0
How do you remember how to talk?,0
"Nothing. I do remember the car crash... I told you... I remember the glass ... I think about that sometimes ... I remember walking here, sort of. Now I remember this place and you. That's about it.",0
"Well ... if you don't remember anything, I mean what goes through your mind then if you don't remember anything?",0
What do you mean?,0
Well...  what do you think about then? I mean...  well what do you think about?,0
I'm not. I don't know what my name is. I don't know who I am!!,1
What do you mean? You're Rita.,0
I don't know who I am.,0
What's wrong?,0
I'm...I'm... oh no... I thought when I woke up... I thought sleep would do it ...,0
What is it Rita?,1
"All right, but...I'm going to check on you.",0
It will be okay if I sleep. I need to lie down and sleep.,0
If you have a concussion you shouldn't sleep.,0
No...I need to sleep.,0
"But, this could be serious.",0
No.,0
Oh...,0
I think I've been hurt.,0
"She sure is. She's letting me stay here while she's working on a movie that's being made in Canada, but I guess you know that.  I couldn't afford a place like this in a million years. Unless of course I'm discovered and become a movie star. Of course, I'd rather be known as a great actress than a movie star, but sometimes people end up being both and that is, I guess you'd say, sort of why I came here. I'm sorry, I'm just so excited to be here..I mean I just came here from Iowa and now I'm in this dream place. You can imagine how I feel.",2
She has pretty red hair... she is very kind I think.,2
I...I mean......I...it's none of my business.,1
No ..........I.,0
Thank you... thank you very much.,1
Betty Elms.,0
"Yes, Sir.",0
"No, we don't.",0
Wally Brown.,0
To my audition.,0
"It must be just so pathetic being you. Sure Billy, grab your dog we'll eat in the van.",1
Nothing... I don't like being out in the open like this.,0
What's  the matter now?,0
"Keep her from gettin' in trouble, that's all.",0
"Yeah, what for?",0
"Gotta keep an eye on her, that's all.",0
You're so easy.,0
"My next delivery is up that way, so I'll be getting down to it real soon.",1
"No, no, no, I told you. They're fine. They're all real happy.",0
"Yeah, sure. Look what happened to them.",0
Right then.,0
To get rid of this god-awful feeling.,0
"So, you came to see if he's out there?",0
"Well ... it's the second one I've had, but they were both the same......they start out that I'm in here but it's not day or night. It's kinda half night, but it looks just like this except for the light, but I'm scared like I can't tell ya. Of all people you're standing right over there by that counter. You're in both dreams and you're scared. I get even more frightened when I see how afraid you are and then I realize what it is - there's a man...in back of this place. He's the one ... he's the one that's doing it. I can see him through the wall. I can see his face and I hope I never see that face ever outside a dream.",2
"Okay, so you had a dream about this place. Tell me.",0
You see what I mean...,0
Oh boy.,0
I had a dream about this place.,0
Go ahead.,0
"It's kind of embarrassing but,",0
Okay. Why this Denny's?,0
This Denny's.,0
"To Denny's? I wasn't going to say anything, but why Denny's?",0
I just wanted to come here.,0
Why did you want to go to breakfast if you're not hungry?,0
"Damn, that's a long drive.",0
Palmdale.,0
Where at?,0
Yeah ... and they both use the same address.,0
Interesting.,0
"Nope, not yet. Their fingerprints don't match up anywhere.",0
Find out who they are?,0
"Well he said...  you know in his way... you know what I mean? Besides the guy gettin' rolled up under the kids car which busted him up pretty bad, there was this little knife-like torn piece of metal, you know, off the car body, rolled out and slid up through this guy's neck and just kinda slit his aorta, you know, but they didn't find it right away, so the guy's losin' a lot of blood, you know, to the brain - all this time cause it was just like this thin little puncture wound on the surface of his neck that kinda sealed itself, he said, while inside the aorta is bleedin' pretty steady all that time. So, Dr. Scott's laughin' you know like he does 'cause he knows we want to talk to this guy. He's laughin' you know and shakin'... Son of a bitch couldn't stop laughin'... It was kinda contagious 'cause pretty soon we were all laughin'...the nurse was laughin'. You know how he is.",2
Oh yeah.,0
Yeah... just .... Dr. Scott's got 'im. You remember Dr.Scott.,0
The one of 'em still alive?,0
Handstitched Italian. Filled with phony credit cards ... off the two guys in the Caddy.,0
Nice wallets.,0
That's what I'm thinkin'.,0
No. Could be someone's missin' maybe.,0
Could be...any of those dead kids wearin' pearl earrings?,0
Could be unrelated.,0
"Yeah, they showed me",0
The boys found this on the floor in back of the Caddy.,0
Two men... two guns in the Caddy.,0
Sammy thinks the Caddy had stopped along the shoulder ... man up the road said he saw two cars drag racin'...then you got that blind corner.,0
Yeah.,0
You feel it?,0
"Yeah, that's a funny story.",0
It was just a thing. The story made you laugh.,0
"Oh, things aren't so bad. Gee, I hope you're not goin' to get in any trouble.",0
"Yeah, look at my digs ... times are tough.",0
Hardly.,0
"Making ends meet, huh.",0
"Well, not much Ed. Just doin' some stuff for this guy.",0
"Unreal ... so, you're looking good. Whatcha doin' these days?",0
"So man, that's unheard of ... an accident like that ... who coulda foreseen that.",0
Sure.,0
You'll keep your eyes open for me won't you baby?,0
No...,0
A brunette? ... maybe beat up?,0
No.  I haven't seen any.,0
"Sure, reach in my shirt pocket there.",0
No ... thanks though... I'll take a cigarette if you have one.,0
Not a coke or anything?,0
Not here...no thanks.,0
"No, I gotta go to the cemetery, keep your head up. Don't look at the ball, look at me.",0
Wanna play?,0
I like to buy off all the railroads.,0
Once you put the hotels on board walk and Park Place he puts a shoe in your way.,0
Good for you baby.,0
I beat Thomas J in monopoly yesterday.,0
Vada!!,0
Arthur!!,0
"Well, sometimes when we get 'em, they're not completely dead, you know, like when they cut a chickens head off and it still runs around crazy.",1
Of what??,0
"All right, here.",0
You're such a baby.,0
How do I know you were gonna show us one?,0
"Hey, you didn't pay me!",0
"Leave him alone! Come on, let's go.",0
"Yeah, to play with his DOLLS.",0
"Oh really, okay fine look, go cook,  Gimme the goddam keys.",0
It's her home! It's where she lives!!,0
Oh.. Oh.. Oh no?? Oh?,0
This guy bonking you?,0
"Okay, I know you've suffered a terrible loss, and there's really nothing anyone can do to comfort you, but I urge you to focus on the times you had with the camper, the trips you took, the sights you saw, those days are gone now, but they'll live on in your heart forever.",0
WHAT?,0
Danny?,0
"Can't stay, I'm just here because my wife.....",0
"Uhh, it's nice to meet ya. Uhh, we got burgers and hot dogs here if you'd care to join us?",0
My __EX__ wife seems to have ripped off my camper.,0
"Ex...ex, ex...",0
Vada Sultenfuss?? Tough break.,0
"This is Harry, Phil, Grammoo and Vada Sultenfuss...",1
"Yeah, all right...",0
God I guess i'll have to introduce you now.,0
I'm impressed.,0
The boss is watching us...,1
What?,0
Keep your voice down!,0
"Excuse me, MUTUAL ASSET, that's what the lawyer said, it's supposed to be &quot;OUR MUTUAL ASSET&quot;, not &quot;Shelly's recreational vehicle&quot;. Gimme the keys.",0
"I've been living in it for over a year, the camper is mine.",1
"You told everybody where you were going, I'm here for the motor home.",0
"Hi Ralph. Oh Danny, how'd you find me here?",0
What am I doing here????? What am I doing here?,0
The bee stings! I can't breathe!,0
"It hurts, it hurts so bad, make it stop.",0
"I can't breathe, I'm suffocating.",0
Dr. Welty!!!? Dr. Welty??,0
It's there.,0
Can't you see it?,0
Yes.,0
"That can't be, I have all the classic symptoms.",0
"I'm not asking you to stop feeling for those people. But life isn't just death Harry, don't ignore the living, especially your daughter.",0
"Yeah, and when those suppers are disrupted because there's a car crash, or there's a fire, or a little boy steps on a beehive.",0
"Stop hiding Harry, you run Harry. When I first came here, the idea of working with dead people, didn't exactly thrill me, but when I saw a family lived here, I thought, &quot;if I'm living without a family, at least I can work with one, and maybe once in a while i'll be invited in for supper.&quot;",0
"I know that, but what do you want from me?",0
"Open your eyes, she's eleven years old! Her only friend in the world is dead.",2
I don't know which ball's mine.,0
Perfect.,0
Watch you don't knock out a fish.,0
I would never marry anybody I didn't love.,1
"Did you ahh, love him?",0
Pointing upwards Look...,0
"Yep, there they are... They always look the same every year...",1
You can get the general idea...,0
Can we see it from the back yard?,0
Is it really your camper?,1
"Well, you were pretty great!",0
"Look, you're not gonna take Shelly's camper.",0
Danny that's a real _bonehead_ thing to say!,0
"Honestly Harry, he got the mustang, I promise.....",0
Shelly?,0
I'll second that.,0
"Rub a dub dub, thanks for the grub, yay God.",0
Okay.,0
How's it going chef?,0
Really?,0
You know this is gonna be my first 4th of July picnic in a long time.,1
I'm looking forward to that.,0
It's for Shelly's famous potato salad.,0
Not at all. Lot of potatoes!,0
"Yeah, me too, mind if I tag along?",0
I'm just picking some things up for the barbecue.,0
Goodnight.,0
"I'm tired of bingo, maybe we should try that drive in of yours.",0
Goodnight.,0
Goodnight Shelly.,0
It's only eight o'clock.,1
"I ahh, better go.",0
Good.,0
Yes.,0
Kiss me.,0
Want to what?,0
Do you want to?,0
"Old Spice, Phil says it's a timeless classic.",0
What are you wearing?,0
"At Widdman High I was considered a pretty hot date, I did a killer frugue.",0
"See, you're not that out of touch.  You're good.",0
Rock?,0
"In ages, I know, me neither.",0
I haven't danced in.....,0
Is there enough room?,1
This is where we are.,1
Here?,0
Dance with me?,0
"I brought the baby into the room a couple of times, she opened her eyes, yeah, yeah I think she saw Vada. It was.....",0
Did she ever see Vada?,0
"Ahh, complications during child birth, she died two days after Vada was born.",0
What happened to her?,0
"Oh, that was Phil, trying to give me advice on dating 70's women. Look I'm so out of touch, I haven't dated women in ages, not since my wife died.",0
"I don't know, tonight you just seemed a little cool, not opening car doors and...",0
"No, why?",0
Are you mad at me?,0
Yeah.,0
"You can look in the bathroom if you want. People are always curious about that, like what happens when you flush.",1
Well it certainly looks bigger that it seems.,0
I did it myself. I read a magazine article about how to maximize small spaces.,0
It's nice.,0
Home sweet home.,0
"Okay, sure.",0
Would you like to come in and see my house? Just for a minute.,0
I haven't had a bingo partner in ages.,0
I had a good time tonight.,0
"You can be in a room with 100 men, and not like any of them, or you can be in a room with just one man, and he's exactly the one you want.",0
"Oh, how do you mean?",0
Kinda like men.,0
"Look, it's not always luck, I mean, depending upon the placement of the numbers, a guy with 10 cards could win just as easily as a guy with 100.",1
"Oh, I'm just not lucky Harry.",0
Why d'you think these seats were empty.,0
I'm gonna be putting makeup on some of these people very soon.,1
What's that?,0
I just had a terrible thought Harry.,0
"No. Just, more activity.",0
Does it make it easier to win?,0
Okay.,0
"I do enjoy playing bingo, if you'd like to join me for a game tomorrow night at church you're welcome to.",0
"I love going to movies, especially at the drive in. I don't think there's anything more romantic than going to the drive in.  I'll let you get back to work.",0
I haven't been to the movies in AGES.,0
"You have to learn how to take a complement.  Movies, movies, ahhhh, &quot;Love Story&quot; at the drive in, I cried my eyes out, did you see it?",0
It's no big deal.,0
In lieu... &quot;instead&quot;.... No contest.,0
"I prefer it to &quot;instead&quot;, it has more dignity.",0
"Oh it's good, &quot;In lieu of&quot; I love that word lieu.",0
No kidding?,0
I wrote that.,0
"Oh right, right, . Bader Lorenzo Died June 22 1972 Devoted husband to Nicolette. Cherished father of Babritzio and Heidi, In lieu of flowers, please send donations to the holy names society.",0
"Oh, I'm just typing up a funeral notice, you know when someone dies people want it in the paper usually, it's a service we provide for the family.",0
"Nothing, I was just wondering what you were doing.",0
"Oh Hi, what can I do for you?",0
Hi.,0
I'm sure she will.,0
"After my wife died, Grammoo moved in here to help take care of Vada. They were very close, but lately as her mind's been wandering more and more, Vada's been acting kinda crazy. I'm sure she'll snap out of it though.",1
"I shouldn't stick my nose in other people's business. It's just that I like Vada, very much.",1
"Thanks, listen I wanna apologize for the other day downstairs, about Vada, I was a little harsh.",0
"Excuse me Harry, I'm sorry, I just wanna let you know that the flowers were delivered. And the room's all set up.",0
"Can not do without, Harry's wild about me.",0
"She's a perfectly happy eleven year old girl, look, don't give me any advice about my daughter, okay?",0
"Harry, I really think she.....",0
"She was raised in a funeral home, she knows a thing or two about it.",0
"I don't think so, I think she's confused about death.",0
"Oh that, she just likes to play.",0
Well the other night at dinner...,0
What do you mean??,0
"Harry?  I was just wondering, if there is anything wrong with Vada.",1
That wasn't an image. She WAS an old school Marm.  Fix it.,0
I just wanted to get past this &quot;old school Marm&quot; image.,0
She did. This photo was taken a month ago at the church food drive.,0
"I think she looks nice! Her lips are very thin so I used the gloss to give them a more sensual quality, and her eyes just needed a little definition, and her hair, I'm sorry, nobody wears this hairdo anymore in 1972.",1
"This was the Reverend Porter's wife, you have her looking like a two dollar hooker.",0
You don't like it?,0
Yeah.,0
Could you take a look at Mrs. Porter?,0
Uh huh?,0
"I promise i'll take good care of these people, they deserve it, they're dead, all they've got left is their looks.",1
"Great, you can start right away. Call me Harry. Now, umm, is this what you'd normally wear for work? Don't get me wrong, I like it, very much, but the....",2
"Okay Mr. Sultenfuss, you got a deal.",0
You'd be doing hair and makeup and answering the phone.,0
"Ohh, oh sure it's no big deal, you see all my former clients will eventually die, and all your clients used to be alive, so they have something in common.",0
"Oh, You still want it? Even though uhh...",0
I need the job.,0
Pardon?,0
"Excuse me, what about the job?",0
The add just said &quot;Makeup Artist&quot;,0
Deceased.,0
Stiffs??,0
Yes they are.,0
They're dead?,0
"Uhh, Miss devoto, these people are already at ease. This is not a Beauty Parlor, it's a Funeral Parlor.",1
"I have a wonderful disposition, I put people right at ease.",0
"Uhh, Miss devoto...",0
"I'm a licensed cosmetologist, I worked for two years, at the &quot;Dino Raphael&quot; Salon, all my customers cried when I told them I was leaving.",0
I think it's still available.,0
It's still available I hope?,0
"That's good, memories are good sweetheart. Vada, I'm sorry; I was trying to keep it from you, I just couldn't. You're a good girl, and I want you to be happy; don't be an old grump like me.  Seeya in the morning.",0
I think every time I see a climbing tree i'll think of Thomas J.,0
"Yes, I did, very much for a long time, and even now, I get a little sad when I think of a pretty flower or a sunset that your mother would have liked.",1
Do you miss her?,0
Uh huh. You know what your mother did when she found out she was gonna have you? She came home and painted this whole room pink. She was so sure she was gonna have a little girl.,0
Really?,0
"She was pretty, and kind, she had your eyes. Oh boy did she love to laugh. Sometimes when you laugh, you sound just like her.",0
What was my mama like?,0
"Ahh, that little Chevy was your mothers favorite car.",0
In the garage.,0
"I forgot about that picture, where did you find it?",0
I found this.,0
"No, no.",0
"The bees killed Thomas J, and I killed my mother.",0
What??,0
Did I kill my mother?,0
"Get away, get away!!",0
He's gone sweetheart. He's gone!,0
There were just too many of 'em.,0
He's okay isn't he?,0
He was allergic to bees.,0
Why not?,0
"No sweetheart, you can't.",0
Maybe I should go over and yell at him.,0
I told him not to tease those bees. Did he get stung?,0
"Vada, something happened to Thomas J last night, he stepped on a beehive.",0
"He's getting big.  Vada, come here and sit down for a minute.",0
Yes.,0
Is that the fish you won at the carnival?,1
Feeding my fish.,0
What are you doing.,0
Hi.,0
Hi Vada.,0
I'll ride on the bumper cars with you!,0
I fall asleep at the wheel.,0
Not acknowledging Harry's comment You'll be okay little fish.,0
We're having the wedding sometime near the end of the summer.,0
"I know, I know, let's go on the &quot;sit on the bench and rest&quot; ride.",0
I like the freak show.,0
"Hey guess what? We're going to the carnival tonight, be ready to go in 10 minutes.",0
Yes..,0
"In a minute, look it's hot, sweetie you'll burn your nose, look out.",0
When??,0
"Soon honey, soon.",0
When?,0
"No, sweetie, not yet.",0
Are they ready yet?,0
"Ahh, Vada, just put anything you want in the cart, anything at all.  I don't know what's gotten into her today.",0
"Dad, didn't you say you needed prunes REAL bad?",0
Sorry.,0
"HEY, OUCH, damn it!! Vada, watch what you're doing.",0
"Naah, I think you'd better stay here and keep Grammoo company.",0
Can I go too?,0
She likes to play bingo.,0
Why?,0
"Well Shelly's coming over, we're gonna go together.",0
You never cared before.,1
"Ahh, I just wanna look nice.",0
"Dad, why are you dressed up to go to bingo?",0
Goodnight Vada.,0
"Ahh, maybe next summer.",0
The money?,0
What?,0
Dad??,0
I love this guy!,0
Dad?,0
Last month you wanted to play the violin. Then you wanted to be a ventriloquist.,0
Shelly thinks I'd be a good writer.,0
Any more soda left?,0
"It's for school, for summer writing class.",0
That's a lot of money for a little girl.,0
"Daddy, can I have thirty five dollars?",0
Then who's it for?,0
Of course not.,0
Is it for a child?,1
"They come in all sizes honey, just like shoes.",0
"Daddy, how come that coffin's so small?",0
"I'm embalming my high school teacher, don't sing.  All right Arthur, just a slide of the needle.....",0
Dad?,0
VADA!,0
Hand me the canula.,0
"Cruella deville stole all the puppies, she was gonna make a fur out of 'em!",0
"Vada, we're trying to work here.",0
"Ya, that rack holds six ties.",0
Daddy guess what I beat Thomas J in monopoly yesterday.,0
"Vada, just put 'em on the stool.",0
Ahem.,0
"O.K. Sweetie, hand me the mayonnaise out of the fridge.",0
"I was born jaundiced. Once I sat on a toilet seat at a Truck stop and caught hemorrhoids. And i've learned to live with this chicken Bone that's been lodged in my throat for the past three years, so I knew Dad would be devastated when he learned of my latest affliction.  Dad, I don't wanna upset you, but my left breast is developing at a significantly faster rate than my right. It can only mean one thing.  Cancer.  I'm dying.",3
"Look if you think you know how, why don't you pre-measure the briquettes in little packages, put out a product, support me for a while!",0
"No, no no....",0
That's what I do. Do you wanna do it??,0
"Harry Harry Harry Harry Harry, I told you to use fewer briquettes and now look what you've done. You've cremated them.",0
Like a Sultenfuss. Go get 'em.,0
"No, she's just driving over here, then we're taking my car. How do I look?",0
"Oh she's picking you up, good you're on the right track.",0
"Oh, I'm running late. Shelly'll be here any minute.",0
Did you not tell Vada I'm a womanizer huh?,0
Are you sure about all this?,0
"Harry, I'm serious, trust me Harry this woman's lifting us in, you gotta treat her like every Tom Dick and Harry.",0
Oh come on.,0
"That's true. Harry Harry sit down, let me fill you in on today's women, since the last time you dated, something happened, &quot;The Sexual Revolution&quot;, now before that, you used to have to hold a door open for a woman, pull her chair out, pick up the check, no more no more, you wanna know what else is missing? BRAS!",1
The last date I had was twenty years ago.,0
Why?,0
I'm very nervous.,1
"Oh yes, oh that's great.",0
"Oh, you're dressing, uh huh, Harry Harry Harry Harry, don't you know it's not nice to lie to your big brother?",0
"Nothing, I'm dressing.",0
"Well well well, what's going on in here?",0
Bye.,0
Thank you. Bye.,0
Sure.,0
Will you tell her I came by?,0
Well maybe she'll feel better in a couple of days.,0
"Oh, I'm Judy, I go to school with her, I wanted to tell her I'm sorry about Thomas J.",0
"Yes she is, but she's very upset, so she's not seeing anyone.",2
"Hi, is Vada home?",1
Hi.,0
"Weeping willow with your tears running down, Why do you always weep and frown, Is it because he left you one day, Is it because he could not stay, On your branches he would swing, Do you long for the happiness that they would bring, He found shelter in your shade, He thought his laughter would never fade, Weeping willow stop your tears, There is something to calm your fears, You think death as if you forever part, But I know he'll always be in your heart.",6
We'd love to hear it.,0
"I can't stay, I just came to read my poem.",0
Get away from me!,0
"I...I was gonna bring her to class next week. I wanted to hear your poem. Oh Vada, please honey I cared for him too, Vada please! Vada, Vada sweetheart don't.....",0
No....,0
That's Suzanne.  She and I are gonna be married this Fall.,0
Who's that?,0
"No he wouldn't, I can't go home.",0
Pause as he takes all this in I think your Dad would miss you.,0
I love you like my Dad loves Shelly. I wanna live here.,0
"Oh, Vada...",0
"Mr. Bixler,  I love you.",0
"Come here, sit down over here.",0
Justin and Ronda say that I should tell people what I feel.,0
"Okay, okay we don't have to talk about him, Vada, Vada we don't have to talk about him, it's okay. We won't talk about him all right?",0
"Loads of ice-cream by Vada Sultenfuss I like ice-cream a whole lot, It tastes good when days are hot, On a cone or in a dish, This would be my only wish, Vanilla, chocolate or rocky road, Even with pie a la mode.",1
Please.,0
I wrote a poem too.,0
"Uhhh, va, uhh, Vada.",0
"Vada, this is an adult writing class.",1
"Uh huh, I wanna be a writer.",0
For this class?,0
I paid the money.,0
It's summer! You're kids! Go play!,0
"No. Well, guess i'll go home and finish off War &amp; Peace.",0
"Me, two hours a week, talking about poetry. This an interrogation Vada?",0
What do you get for that?,0
Thirty five dollars.,0
How much does it cost?,0
"Well I'm gonna teach creative writing this summer, so, I'm doing some work.",0
How are you gonna get the money for this old house if you're not working?,0
"Well, you never can tell...  I might get a pet.",1
This is one big house for one single person.,1
"Well I just bought it, now I'm fixing it up.",0
"Mr. Bixler, how come you're painting this old house?",0
No wonder you're my prize pupil. What about you Thomas J?,0
"Yes, and now I'm reading War &amp; Peace for fun.",0
Really? Already? The summer's just begun.,0
"It's okay. Mr. Bixler, I finished all the books for summer reading.",0
Mademoiselle Sultenfuss and the amazing Dr. J! How's the summer treating you?,1
You know what I think? I think Vada's very lucky to have a friend like you.,1
"Cause she gets scared of all those dead people in her house, and you know that saying, If you can't beat 'em, join 'em, well if she's one of them, she won't be as scared.",0
Why do you think she says that?,0
No.,0
Do you think she is?,1
Cause she's dying.,0
"Oh yes, yes.",0
"Cool, can I get one for Vada?",0
"So you fill it with water like this, and what have you got? A water gun.",0
"Well he wasn't one of the Marx brothers, but he made me laugh.",0
My Dad was funny?,0
"Now when I see him with Shelly, sometimes he seems like the old Harry.",0
Really?,0
"After your mother died, he was sad all the time, but before that, he was pretty funny.",0
Why?,0
"Yes I do, and I think she's very good for your father.",1
Do you like her?,0
Probably.,0
Does he love her?,0
He likes her.,0
"He must like Shelly, I never saw him hit anyone in his life.",2
Goodnight.,0
Goodnight.,0
"Okay, get in to bed.",0
I will I promise.,0
"I'll tell you what, you dedicate your first book to me, and we'll forget about the whole thing.",0
"I'll pay it back, besides, I don't think i'll ever go to class again.",0
It's okay sweetheart.,0
"Believe me, some day, you'll feel differently.",0
I think it should be outlawed.,0
"It's actually a very beautiful thing, and look there wouldn't have been a Vada.",1
My Mommy and Daddy did THAT?,0
"It's okay, come on upstairs, we have to have a little talk.",0
I'm eleven and a half.,0
How old are you?,0
"I don't want, I don't need your help....",0
What do you mean you're hemorrhaging?,0
I'm hemorrhaging.,0
"Well he just left, what's wrong?",0
Where's Daddy?,0
"Vada, Vada, what's the matter?",0
Daddy??!?!?!,0
Yes!!,0
NO!,0
"NO!, He's fine.  Fish are very resilient animals you know. Don't worry, I won't get another fish.",1
Vada? Would you like us to get you another goldfish?,0
Oh great!!,0
"I won, I won!!!",0
"Well, I'm no doctor. All I know is, the next day they had really high fevers, and their faces got very fat. They baffled medical science, they were in a magazine.",2
"Nephritis? It's a kidney disease, you don't get it from hot dogs.",0
"I don't think that that roller coaster agreed with your bad stomach. You know Vada you have to watch what you eat here, I remember one time I went to a carnival with my cousins David and Frank, and they both ate hot dogs, and the next day they came down with nephritis.",0
Are you here to take Shelly back?,0
"This is Danny and Ralph, they own the Dino Raphael salon in Detroit.  We used to be married.",1
I like my name.,0
See food!,0
"Uh huh, why?",0
"Hey Shelly, like seafood?",0
Hi.,0
"Hey, I thought I recognized you two, hi Vada.",0
Aarrggh.,0
"Ssshhhhh, I don't want them to see me.",0
"Uh huh, i've been trying to get out to Hollywood for years to do makeup for all the stars, I haven't gotten there yet.  All right, open your eyes.",0
Do you like putting makeup on people?,0
"They'll come around. Close your eyes, I wanna bring out the gorgeous color in them. The first rule in applying eye makeup, is you can never wear enough blue eye shadow.",2
The boys at school don't think I am.,0
"Yes, Vada I think you're very pretty. You've got these great big sparkling eyes, the cutest little nose, an amazing mouth.",2
"Shelly, do you think I'm pretty?",0
"Come here, sit down.",0
No.,0
Have you ever tried any?,0
"I think lipstick looks fake, no-ones lips are that color.",0
A girl's always gotta look her best.,1
So how come you're putting lipstick on?,0
No.,0
Are you going out somewhere?,0
Okay.,0
"You don't have to wait, daddy'll be mad if you're late.",0
Sure.,0
Can I use your bathroom first?,0
